Job Title,Date,Company Name,Company Location,Job Skills ,Job Requeirments,links 
"RPA Developer (Automation Anywhere, UiPath, Blue Prism)",2 months ago,Tarqeem Solutions -,"Mohandessin, Giza, Egypt ",Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · RPA · Automation Anywhere · Automation · BluePrism · Software Development · Computer Science · Information Technology (IT) · Python,"Must have 2 to 4 Programming or development experience (Java & .Net/C#) | Scripting knowledge or experience (Python, VB Script, Shell Script, PowerShell etc.) | Preferable 2 to 4 years’ experience with Automation Anywhere Enterprise RPA platform or any other RPA tools (UiPath and/or BluePrism), Automation Anywhere certification is a plus | Experience in creating Macros | Experience in database development (SQL or Oracle) | Ability to understand and create business process workflow diagrams or procedural documentation | Understanding of SDLC, Waterfall and Agile development methodologies | Exposure to performance measurement and continuous improvement methodologies ",https://wuzzuf.net/jobs/p/djL9BpCtymev-RPA-Developer-Automation-Anywhere-UiPath-Blue-Prism-Tarqeem-Solutions-Giza-Egypt?o=131&l=sp&t=sj&a=python|search-v3|hpb
Enterprise Software Developer,2 months ago,eT3 - Tomorrow Information Technology -,"New Cairo, Cairo, Egypt ",Entry Level · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Fullstack · Frontend Development · HTML · CSS · javaScript · Backend Development,Web frameworks (preferably: Python Django) | APIs  (Preferably: DRF) | Data Access (Preferably Django ORM ) | HTML | CSS | Javascript Frameworks (Preferably Vue.js) | Portals | API Platforms | Integration (Application and data integration) | Enterprise web applications | Database design/modeling and development | Reports/Business Intelligence | Message Queues (Preferably: Rabbit MQ - BizTalk) | Complex SQL queries and Objects | Mobile app development capabilities (preferably Flutter) is a plus. | GIS development capabilities is a plus. | Machine learning capabilities are a plus. | Business Intelligence capabilities are a plus. | Gitlab | Docker | Kubernetes | Gunicorn | Waitress | IIS | BizTalk | Linux | Windows Server ,https://wuzzuf.net/jobs/p/1kVCD1tf9ks7-Enterprise-Software-Developer-eT3---Tomorrow-Information-Technology-Cairo-Egypt?o=132&l=sp&t=sj&a=python|search-v3|hpb
Senior Data Engineer,2 months ago,LINK Development -,"Maadi, Cairo, Egypt ",Experienced · 5+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · AWS · Big Data · Cloud · Software Development · Computer Science · Engineering · Java,"Bachelor's degree in Computer Science, Statistics, Informatics, Information Systems, or another quantitative field. | 5+ years of experience in a Data Engineer role | Experience with big data tools: Hadoop, Spark, Kafka, etc. | Experience with relational SQL and NoSQL databases, including Postgres and Cassandra. | Experience with data pipeline and workflow management tools: Azkaban, Luigi, Airflow, etc. | Experience with AWS cloud services: EC2, EMR, RDS, Redshift | Experience with stream-processing systems: Storm, Spark-Streaming, etc. | Function scripting languages: Python, Java, C++, Scala, etc. | AWS knowledge and certificates is a plus ",https://wuzzuf.net/jobs/p/4WuCuIGeYz5u-Senior-Data-Engineer-LINK-Development-Cairo-Egypt?o=133&l=sp&t=sj&a=python|search-v3|hpb
ERPNext Developer,2 months ago,DataSoft -,"Mohandessin, Giza, Egypt ",Entry Level · 0 - 1 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Python · JavaScript · HTML · Jinja · CSS · Engineering · ERPNext,"BSc. Degree in Computer Science or Engineering.  | Experience on Frappe framework. | Working knowledge of Python, Javascript, CSS, HTML and Jinja templates. | Familiarity with current ERPNext features and functionalities.  | Good Experience in Python, JavaScript, MariaDB, Frappe Framework. ",https://wuzzuf.net/jobs/p/SSa479oxailq-ERPNext-Developer-DataSoft-Giza-Egypt?o=134&l=sp&t=sj&a=python|search-v3|hpb
PHP Backend Developer,2 months ago,Restart Technology -,"Heliopolis, Cairo, Egypt ",Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Development · Laravel · Git · REST · Backend · REST APIs · PHP laravel,"You write clean, structured, and well-documented code. | Experience with HTML, Bootstrap, JavaScript, JQuery, and AJAX is a MUST. | Ability to use Docker. | 2+ years of industry experience in backend development | Profound PHP knowledge, SOLID design principles | Experience with different databases/storage backends (MySQL, NoSQL) | Experience with cloud services providers (like AWS or digitalocean Cloud Platform), container technologies (Docker, Kubernetes). | Familiarity with code versioning tools. ( GitHub, Gitlab). | Have solid skills in object-oriented programming. | Good knowledge of writing queries with good performance. | Experience in common third-party APIs (Google, Facebook, etc.) | Experience using Agile (Scrum) Process and Agile tools. | Expertise in PHP tools and libraries such as Composer and PHPUnit. | Skilled in designing and optimizing database queries. | Strong background in NginX, apache, ubuntu servers. | Already worked on eCommerce applications | Experience with other languages (e.g.python). | Experience in Dev-Ops is a plus(Jenkins). | Experience in vue.js. ",https://wuzzuf.net/jobs/p/HLdQakjyIXWe-PHP-Backend-Developer-Restart-Technology-Cairo-Egypt?o=135&l=sp&t=sj&a=python|search-v3|hpb
BI Team Lead,2 months ago,Excel Systems   -,"6th of October, Giza, Egypt ",Full Time,"Bachelors in Software Engineering or Computer Science. | 5+ Years of experience in a related field | MS SQL Server is a MUST | Experience with Power BI is a MUST | Experience with BI tools like: Tableau desktop, Tableau online/server, SQL (querying and optimization) and python data libraries. | Possess general programming skills & SDLC. | Data warehouse basic knowledge | Excellent experience working SQL knowledge and experience working with relational databases, start schema, as well as working familiarity with a variety of databases | Basic Knowledge in ETL tools and processes | API hands-on experience to get requirements from android app and website analytical tools. | Excellent verbal and written communication skills. ",https://wuzzuf.net/jobs/p/wv4AYIQbiuiR-BI-Team-Lead-Excel-Systems-Giza-Egypt?o=136&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer,2 months ago,Spectrum For Information System -,"Katameya, Cairo, Egypt ",Experienced · 1 - 3 Yrs of Exp · IT/Software Development · Python · CSS · Computer Science · Communication skills · Odoo,"1-3 years of experience in Odoo is a MUST. | Commitment and responsible qualities are highly required.  | Business background is plus | Very Good English (written & spoken). | Very Good verbal and written communication skills, including the ability to effectively communicate with internal and external clients. | Fast learning. | Ability to work independently and to carry out assignments to completion within parameters of instructions given prescribed routines, and standard accepted practices. | Good problem solving | Python, PostgreSQL | HTML, CSS, JS | Males ONLY ",https://wuzzuf.net/jobs/p/k8LceBJSGB7m-Odoo-Developer-Spectrum-For-Information-System-Cairo-Egypt?o=137&l=sp&t=sj&a=python|search-v3|hpb
Senior Business Analyst -Remote,2 months ago,United Tires -,"Chicago, United States ",Experienced · 5 - 20 Yrs of Exp · Business Development · IT/Software Development · Analyst/Research · Business Analyst · Analyst · Database SQL Server · Python · Data Science · Finance · SQL,"Understanding of accounting / finance or an equivalent accounting degree | Python, MySQL (or equivalent databases), PowerBi (or equivalent system), APIs | Basic server administration | Excellent written, verbal, and presentation skills with the ability to communicate at all levels both internally and externally. | Strong analytical skills and ability to synthesize quantitative and qualitative information concisely into strategic recommendations | Bachelor's Degree in Business, Marketing, Management, Computer Science or related field experience | 3+ years experience working as a business analyst. | Tech savvy. Knowing when to deploy scaled data mining vs manual input. | English CV is a requirement ",https://wuzzuf.net/jobs/p/r9VJLOlJsJeL-Senior-Business-Analyst--Remote-United-Tires-Chicago-United-States?o=138&l=sp&t=sj&a=python|search-v3|hpb
Senior React Native Developer (Remote),2 months ago,skora tech -,"Cairo, Egypt ",Experienced · 2 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · Computer Science · MySQL · Software Development · Software Engineering · Docker · Java · AWS,"BSc Computer Science Graduate, senior level react.js developer. Must be energetic with a desire and passion to learn and work independently or in a team setting to revolutionize the football industry. | JavaScript Frameworks such as React/React Native | CSS | HTML | Fast API | React. Js | Redux | Plus: AI & data-driven technical know-how with python, data science, machine learning, deep learning, datasets and data visualization etc. ",https://wuzzuf.net/jobs/p/mefaCPcSUKlk-Senior-React-Native-Developer-Remote-skora-tech-Cairo-Egypt?o=139&l=sp&t=sj&a=python|search-v3|hpb
Tech Lead Full Stack Software Engineer,2 months ago,Ctopya -,"Cairo, Egypt ",Manager · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · IT · fullstack · Information Technology (IT) · Computer Science · Software Development · Software Engineering · Software · Java,"Professional experience with expert-level knowledge of two or more languages (Java, PHP, Python) for 5 years+. | Lead software development teams using Agile approaches such as TDD, continuous integration, pairing, and infrastructure automation. | Experience with Jenkins and CI/CD Pipelines | Skillfully write high-quality, well-tested code and you are comfortable with Object-Oriented programming. | Knowledge of cloud technology such as Docker or Kubernetes. | Knowledge of Design Pattern and Specially Adapter Pattern and Strategy Pattern ",https://wuzzuf.net/jobs/p/iwWNqdwcQyD5-Tech-Lead-Full-Stack-Software-Engineer-Ctopya-Cairo-Egypt?o=140&l=sp&t=sj&a=python|search-v3|hpb
Senior Software Developer,2 months ago,Smartera 3S  -,"Alexandria, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Java · Agile · Computer Science · Computer Engineering · Scala · Ionic · iOS,"Solid Computer Engineering concepts, OOP, Software architecture, Algorithms, Data Structure, Problem solving techniques and creative mindset. | Excellent communication presentation skills. | Work discipline and accountability. | Ability to face challenges and fast/self learning | Practice Agile and Scrum methodology | Web Client/Server side frameworks | Concurrency, parallel processing and distributed architecture | Storm, Spark Streaming or Actor Model | Service Oriented Architecture or Micro-Service Architecture | Code review and version control | practice production delivery for a business ues-cases and systems | Preferred technical Stack (Java, Scala, Python, AngularJS, Vue JS, RoR, SOA, Web service Rest/WSDL, Linux, Docker, Hadoop, Spark, impala, Google MAPS, Android, IOS, Ionic) ",https://wuzzuf.net/jobs/p/Tj9mHcoIdDpl-Senior-Software-Developer-Smartera-3S-Alexandria-Egypt?o=141&l=sp&t=sj&a=python|search-v3|hpb
